ID,Age,Income,Education,Marital_Status,Total_Spending,Total_Purchases,Total_Children,Recency,NumWebVisitsMonth,Cluster_KMeans,Customer_Segment,Cluster_HAC,HAC_Segment,Cluster_GMM,GMM_Segment
9381,47,66373.0,Graduation,Married,606,23,2,57,3,2,Standard Customers,1,Standard Customers,2,Standard Customers
6260,70,82384.0,Master,Together,1957,27,0,55,1,1,Premium Customers,0,Premium Customers,1,Premium Customers
10383,59,70287.0,Graduation,Divorced,1093,21,0,30,3,1,Premium Customers,0,Premium Customers,2,Standard Customers
7437,37,27938.0,Graduation,Single,29,6,1,31,3,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
8557,43,51381.5,Graduation,Single,46,7,1,57,6,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
8375,57,55954.0,PhD,Married,518,19,1,63,7,2,Standard Customers,1,Standard Customers,0,Budget Shoppers
6853,43,75777.0,Master,Single,1438,21,0,12,1,1,Premium Customers,0,Premium Customers,1,Premium Customers
3076,50,66653.0,Graduation,Together,612,22,2,18,3,2,Standard Customers,1,Standard Customers,2,Standard Customers
1012,73,61823.0,Graduation,Single,884,24,1,26,7,2,Standard Customers,1,Standard Customers,2,Standard Customers
6518,74,67680.0,PhD,Widow,606,19,1,8,5,2,Standard Customers,1,Standard Customers,2,Standard Customers
4137,77,70666.0,Graduation,Together,1076,16,0,29,4,1,Premium Customers,0,Premium Customers,2,Standard Customers
8082,54,25721.0,Graduation,Married,34,5,1,75,7,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
1386,58,32474.0,Graduation,Together,11,4,2,0,7,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
9369,46,88194.0,2n Cycle,Single,1274,32,1,19,5,1,Premium Customers,0,Premium Customers,1,Premium Customers
4477,67,69096.0,Graduation,Together,653,18,1,4,4,2,Standard Customers,1,Standard Customers,2,Standard Customers
1357,55,74854.0,Graduation,Together,1562,19,3,90,5,2,Standard Customers,1,Standard Customers,2,Standard Customers
1402,71,66991.0,Master,Married,1253,21,0,1,3,1,Premium Customers,0,Premium Customers,2,Standard Customers
10629,52,51381.5,2n Cycle,Married,109,9,1,25,8,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
6312,66,65031.0,Graduation,Married,863,30,1,29,7,2,Standard Customers,1,Standard Customers,2,Standard Customers
8132,50,60631.0,PhD,Married,661,24,2,88,7,2,Standard Customers,1,Standard Customers,2,Standard Customers
1050,73,28332.0,Graduation,Married,65,8,0,58,2,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
5846,48,40246.0,Graduation,Divorced,13,4,1,68,6,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
1859,53,75251.0,Master,Married,1890,19,0,34,5,1,Premium Customers,0,Premium Customers,2,Standard Customers
7503,49,75825.0,Graduation,Single,2209,22,0,40,4,1,Premium Customers,1,Standard Customers,2,Standard Customers
10401,49,26326.0,2n Cycle,Together,18,4,0,12,3,0,Budget Shoppers,1,Standard Customers,0,Budget Shoppers
1618,60,56046.0,Graduation,Together,692,21,0,9,8,2,Standard Customers,1,Standard Customers,2,Standard Customers
3332,40,29760.0,Graduation,Single,165,12,1,87,8,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
2261,56,26304.0,Graduation,Married,16,4,1,5,7,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
5346,52,23559.0,2n Cycle,Married,79,9,1,87,7,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
4119,62,38620.0,Master,Together,318,11,0,56,3,0,Budget Shoppers,1,Standard Customers,2,Standard Customers
535,38,81361.0,Graduation,Divorced,778,27,0,18,1,1,Premium Customers,0,Premium Customers,2,Standard Customers
5268,65,29440.0,Graduation,Married,56,7,2,95,7,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
273,55,36138.0,Master,Married,151,13,2,48,7,0,Budget Shoppers,1,Standard Customers,2,Standard Customers
4452,68,50388.0,Graduation,Single,372,17,1,3,7,2,Standard Customers,0,Premium Customers,1,Premium Customers
8504,52,79593.0,Graduation,Married,1366,19,0,70,2,1,Premium Customers,0,Premium Customers,1,Premium Customers
771,58,54178.0,Graduation,Together,194,10,1,79,2,0,Budget Shoppers,1,Standard Customers,0,Budget Shoppers
8996,68,51381.5,PhD,Married,603,29,3,4,9,2,Standard Customers,1,Standard Customers,2,Standard Customers
9235,68,51381.5,Graduation,Single,18,4,2,45,7,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
5798,52,51381.5,Master,Together,985,15,0,87,1,1,Premium Customers,0,Premium Customers,2,Standard Customers
11178,53,42394.0,Master,Single,32,5,1,69,7,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
2230,55,23626.0,PhD,Married,43,10,1,84,5,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
7516,42,30096.0,Graduation,Married,45,6,1,30,6,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
7247,65,47916.0,Graduation,Widow,606,22,1,72,6,2,Standard Customers,1,Standard Customers,2,Standard Customers
11100,53,51813.0,Graduation,Divorced,63,7,2,37,7,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
4646,74,78497.0,2n Cycle,Married,978,25,0,44,2,1,Premium Customers,0,Premium Customers,1,Premium Customers
3037,42,50150.0,PhD,Married,410,16,0,32,5,2,Standard Customers,1,Standard Customers,2,Standard Customers
1473,65,47823.0,2n Cycle,Single,72,7,1,0,8,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
1016,66,34554.0,PhD,Single,55,7,1,43,6,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
4518,46,85693.0,Graduation,Together,1169,27,1,59,5,1,Premium Customers,1,Standard Customers,2,Standard Customers
9370,80,65846.0,PhD,Married,1120,16,0,68,4,1,Premium Customers,1,Standard Customers,2,Standard Customers
8908,66,87195.0,Graduation,Married,1097,20,0,35,1,1,Premium Customers,0,Premium Customers,2,Standard Customers
8373,46,24594.0,Basic,Together,29,5,1,94,5,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
7533,61,49096.0,Graduation,Married,187,13,2,15,7,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
2683,56,52413.0,Graduation,Married,910,26,2,56,6,2,Standard Customers,1,Standard Customers,2,Standard Customers
3629,47,38557.0,Graduation,Single,145,9,1,17,7,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
10991,65,89058.0,Master,Married,850,14,0,18,2,1,Premium Customers,0,Premium Customers,2,Standard Customers
5077,46,77298.0,Graduation,Together,969,24,1,46,3,1,Premium Customers,0,Premium Customers,2,Standard Customers
7431,34,68126.0,PhD,Single,1820,17,0,40,9,1,Premium Customers,0,Premium Customers,2,Standard Customers
3267,62,57288.0,Master,Together,608,20,1,27,6,2,Standard Customers,1,Standard Customers,2,Standard Customers
999,34,86037.0,Graduation,Single,730,25,0,95,3,1,Premium Customers,0,Premium Customers,1,Premium Customers
9215,45,43974.0,PhD,Married,551,21,1,19,7,2,Standard Customers,1,Standard Customers,0,Budget Shoppers
2286,63,50785.0,Graduation,Single,114,8,2,27,6,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
1592,55,90765.0,Graduation,Married,1724,15,0,25,1,1,Premium Customers,0,Premium Customers,1,Premium Customers
367,47,36550.0,2n Cycle,Married,577,20,1,74,9,2,Standard Customers,1,Standard Customers,2,Standard Customers
5234,58,30753.0,2n Cycle,Together,81,7,2,85,5,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
9862,56,21918.0,Graduation,Together,33,7,1,37,6,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
9805,72,56129.0,Master,Together,660,22,1,65,4,2,Standard Customers,1,Standard Customers,2,Standard Customers
6205,58,32557.0,Master,Single,80,9,1,13,5,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
8442,40,19510.0,Master,Married,30,6,2,63,7,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
7386,49,30992.0,Graduation,Divorced,43,5,1,83,7,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
7215,42,101970.0,Graduation,Single,1135,27,0,69,2,1,Premium Customers,0,Premium Customers,1,Premium Customers
1491,60,71488.0,2n Cycle,Together,559,16,0,87,1,2,Standard Customers,1,Standard Customers,2,Standard Customers
11071,41,79607.0,Graduation,Single,1923,16,0,37,1,1,Premium Customers,0,Premium Customers,2,Standard Customers
3381,72,54348.0,Master,Married,90,8,2,51,6,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
8268,64,51381.5,PhD,Married,404,17,1,23,6,2,Standard Customers,1,Standard Customers,0,Budget Shoppers
11051,69,77376.0,PhD,Together,661,23,2,72,4,2,Standard Customers,1,Standard Customers,0,Budget Shoppers
8026,73,62998.0,Graduation,Married,463,19,1,10,5,2,Standard Customers,1,Standard Customers,2,Standard Customers
433,67,61331.0,Master,Alone,632,23,2,42,8,2,Standard Customers,1,Standard Customers,2,Standard Customers
9597,56,73448.0,Graduation,Married,725,19,0,10,4,2,Standard Customers,1,Standard Customers,2,Standard Customers
1295,62,51381.5,Graduation,Married,725,19,1,96,4,2,Standard Customers,1,Standard Customers,2,Standard Customers
5290,61,41551.0,PhD,Married,279,16,2,51,8,0,Budget Shoppers,1,Standard Customers,0,Budget Shoppers
1685,58,62981.0,PhD,Together,1482,23,0,21,3,1,Premium Customers,0,Premium Customers,2,Standard Customers
5342,49,9548.0,Basic,Divorced,29,6,1,31,8,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
9579,66,33762.0,PhD,Married,106,9,3,61,8,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
7660,52,35860.0,PhD,Alone,49,6,2,37,5,0,Budget Shoppers,1,Standard Customers,0,Budget Shoppers
1461,60,36921.0,PhD,Divorced,38,7,2,74,7,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
821,33,92859.0,Master,Single,2077,22,0,46,2,1,Premium Customers,0,Premium Customers,2,Standard Customers
11084,49,65104.0,Master,Together,1053,17,1,4,7,2,Standard Customers,1,Standard Customers,2,Standard Customers
8690,63,86111.0,Graduation,Married,1385,23,0,73,2,1,Premium Customers,0,Premium Customers,2,Standard Customers
2937,51,68352.0,PhD,Single,871,25,1,47,6,2,Standard Customers,1,Standard Customers,2,Standard Customers
9701,37,41883.0,Graduation,Together,312,12,1,13,7,0,Budget Shoppers,1,Standard Customers,2,Standard Customers
9949,49,59809.0,Graduation,Married,877,15,2,36,8,2,Standard Customers,1,Standard Customers,2,Standard Customers
10837,50,23957.0,Graduation,Married,68,6,1,47,6,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
3120,44,38547.0,Graduation,Together,22,4,1,49,8,0,Budget Shoppers,1,Standard Customers,0,Budget Shoppers
5885,52,35688.0,2n Cycle,Married,211,16,3,94,8,0,Budget Shoppers,1,Standard Customers,0,Budget Shoppers
4050,59,49605.0,Master,Married,127,8,0,65,3,0,Budget Shoppers,1,Standard Customers,0,Budget Shoppers
3830,72,59354.0,Master,Married,459,16,2,59,3,2,Standard Customers,1,Standard Customers,2,Standard Customers
7987,56,65747.0,Graduation,Married,460,19,1,96,6,2,Standard Customers,1,Standard Customers,2,Standard Customers
7798,53,46344.0,2n Cycle,Together,429,17,1,28,7,2,Standard Customers,1,Standard Customers,0,Budget Shoppers
92,37,34176.0,Graduation,Alone,89,11,1,12,6,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
7055,73,61010.0,PhD,Together,1021,26,1,57,5,2,Standard Customers,1,Standard Customers,2,Standard Customers
10240,76,69372.0,Graduation,Together,1381,21,0,10,4,1,Premium Customers,0,Premium Customers,1,Premium Customers
3025,67,49967.0,Graduation,Single,306,15,1,4,7,0,Budget Shoppers,1,Standard Customers,0,Budget Shoppers
9283,47,60199.0,Graduation,Single,18,4,3,49,4,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
9970,48,55375.0,Graduation,Together,162,9,1,3,2,0,Budget Shoppers,1,Standard Customers,0,Budget Shoppers
2730,70,80317.0,Graduation,Single,1231,18,0,64,1,1,Premium Customers,0,Premium Customers,2,Standard Customers
2795,67,30523.0,Master,Single,13,4,3,0,7,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
9260,80,70356.0,PhD,Married,1706,27,0,20,6,2,Standard Customers,1,Standard Customers,2,Standard Customers
8182,41,23228.0,Graduation,Married,121,11,1,91,8,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
10095,50,74165.0,PhD,Divorced,1293,20,0,9,2,2,Standard Customers,1,Standard Customers,2,Standard Customers
4370,59,43482.0,Graduation,Together,88,9,3,83,6,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
10573,72,62551.0,Graduation,Divorced,421,18,0,27,3,2,Standard Customers,1,Standard Customers,2,Standard Customers
3712,66,52332.0,Graduation,Divorced,259,12,0,63,4,0,Budget Shoppers,1,Standard Customers,2,Standard Customers
6637,37,66951.0,Graduation,Single,1117,15,0,46,1,1,Premium Customers,0,Premium Customers,2,Standard Customers
3152,68,26091.0,Graduation,Together,89,9,2,84,5,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
5610,60,33456.0,Graduation,Together,36,6,2,58,7,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
6460,43,28718.0,Graduation,Married,57,7,1,78,8,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
1349,55,50447.0,Graduation,Married,148,8,2,4,6,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
1880,66,53537.0,PhD,Together,93,8,2,17,5,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
641,58,52074.0,Graduation,Single,119,7,1,77,4,0,Budget Shoppers,1,Standard Customers,0,Budget Shoppers
8717,50,80427.0,PhD,Married,1835,28,1,56,5,1,Premium Customers,0,Premium Customers,2,Standard Customers
10314,77,83837.0,PhD,Married,1318,25,0,79,4,1,Premium Customers,0,Premium Customers,1,Premium Customers
10854,55,38853.0,PhD,Married,45,7,2,90,7,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
10492,66,38285.0,Graduation,Together,10,4,3,96,2,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
6935,74,78497.0,2n Cycle,Married,978,25,0,44,2,1,Premium Customers,0,Premium Customers,1,Premium Customers
7698,49,51650.0,PhD,Married,191,10,1,81,5,0,Budget Shoppers,1,Standard Customers,0,Budget Shoppers
3559,37,16248.0,2n Cycle,Married,57,9,1,77,6,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
10562,79,66835.0,Master,Married,1033,24,0,21,2,2,Standard Customers,0,Premium Customers,2,Standard Customers
10796,41,30477.0,Master,Married,66,6,1,16,6,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
2563,64,28249.0,Basic,Married,43,6,0,80,6,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
3518,42,25271.0,Graduation,Married,50,5,1,45,9,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
5823,55,32303.0,PhD,Single,39,7,1,63,5,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
3934,59,61286.0,Graduation,Married,608,18,1,34,5,2,Standard Customers,1,Standard Customers,2,Standard Customers
6982,49,74068.0,Graduation,Married,1581,24,0,14,2,1,Premium Customers,0,Premium Customers,2,Standard Customers
6431,61,45759.0,PhD,Married,68,7,2,13,7,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
9733,47,24882.0,Basic,Together,80,5,1,52,6,0,Budget Shoppers,1,Standard Customers,0,Budget Shoppers
5602,36,66973.0,PhD,Together,1282,28,0,98,3,1,Premium Customers,1,Standard Customers,2,Standard Customers
1324,37,38872.0,Graduation,Married,91,8,1,93,8,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
326,52,51148.0,Graduation,Married,315,16,2,38,6,0,Budget Shoppers,1,Standard Customers,0,Budget Shoppers
7224,48,31353.0,Graduation,Married,31,6,2,24,8,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
6999,45,69661.0,Master,Married,834,23,0,80,3,2,Standard Customers,1,Standard Customers,2,Standard Customers
9938,71,80067.0,Graduation,Married,1600,17,0,82,2,1,Premium Customers,0,Premium Customers,1,Premium Customers
6422,71,86718.0,Graduation,Married,1270,17,0,20,2,1,Premium Customers,0,Premium Customers,2,Standard Customers
3182,52,46854.0,PhD,Single,263,15,2,81,8,0,Budget Shoppers,1,Standard Customers,0,Budget Shoppers
7300,73,69142.0,Graduation,Divorced,535,19,1,50,5,2,Standard Customers,1,Standard Customers,2,Standard Customers
10424,57,75922.0,Graduation,Single,1295,18,0,60,1,1,Premium Customers,0,Premium Customers,2,Standard Customers
8727,47,63693.0,Graduation,Divorced,1150,29,1,63,6,2,Standard Customers,1,Standard Customers,2,Standard Customers
2798,48,102160.0,PhD,Together,1240,26,0,54,4,1,Premium Customers,0,Premium Customers,1,Premium Customers
1030,60,40637.0,PhD,Single,38,6,2,72,7,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
624,41,18890.0,Master,Single,35,4,0,5,6,0,Budget Shoppers,1,Standard Customers,0,Budget Shoppers
5176,37,29604.0,Graduation,Together,53,5,1,88,9,0,Budget Shoppers,1,Standard Customers,0,Budget Shoppers
5552,62,48721.0,Master,Divorced,293,17,2,50,6,2,Standard Customers,1,Standard Customers,0,Budget Shoppers
868,59,44794.0,Graduation,Married,65,6,1,99,6,0,Budget Shoppers,1,Standard Customers,0,Budget Shoppers
380,71,64497.0,Graduation,Divorced,1804,29,1,17,8,2,Standard Customers,1,Standard Customers,2,Standard Customers
2677,69,46097.0,Graduation,Together,241,15,1,11,4,0,Budget Shoppers,1,Standard Customers,2,Standard Customers
6521,71,77972.0,Graduation,Together,1101,20,0,18,1,1,Premium Customers,0,Premium Customers,2,Standard Customers
6927,57,44377.0,PhD,Married,264,19,2,70,8,2,Standard Customers,1,Standard Customers,0,Budget Shoppers
2877,51,46014.0,Master,Together,541,26,2,21,7,2,Standard Customers,1,Standard Customers,2,Standard Customers
0,40,70951.0,Graduation,Married,1198,17,0,66,1,1,Premium Customers,0,Premium Customers,2,Standard Customers
1584,48,41443.0,Graduation,Married,482,20,1,79,8,2,Standard Customers,1,Standard Customers,2,Standard Customers
7264,47,52195.0,2n Cycle,Single,17,4,3,2,8,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
6274,77,83790.0,Master,Married,1615,25,0,81,3,1,Premium Customers,0,Premium Customers,1,Premium Customers
1377,71,44551.0,Master,Widow,285,12,1,24,7,0,Budget Shoppers,1,Standard Customers,0,Budget Shoppers
454,45,69508.0,Graduation,Together,1135,28,1,48,6,2,Standard Customers,1,Standard Customers,2,Standard Customers
1755,37,45204.0,2n Cycle,Together,114,7,1,93,3,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
2075,56,72460.0,Graduation,Married,1047,16,0,56,1,1,Premium Customers,0,Premium Customers,2,Standard Customers
4785,55,77622.0,PhD,Together,714,22,2,3,3,2,Standard Customers,1,Standard Customers,2,Standard Customers
9076,45,30732.0,PhD,Married,185,13,1,44,8,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
7079,63,63887.0,Graduation,Divorced,1245,32,1,38,6,2,Standard Customers,1,Standard Customers,2,Standard Customers
4653,47,42011.0,Graduation,Together,189,12,1,46,8,0,Budget Shoppers,1,Standard Customers,0,Budget Shoppers
7375,49,51369.0,Graduation,Together,576,16,1,84,8,2,Standard Customers,1,Standard Customers,2,Standard Customers
709,73,51537.0,Graduation,Divorced,1103,18,1,27,8,2,Standard Customers,1,Standard Customers,2,Standard Customers
460,53,79930.0,PhD,Married,1753,17,0,72,2,1,Premium Customers,0,Premium Customers,2,Standard Customers
3726,39,34320.0,PhD,Together,17,4,1,66,8,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
6798,59,37070.0,Graduation,Single,433,23,2,30,7,2,Standard Customers,1,Standard Customers,0,Budget Shoppers
5341,63,81975.0,2n Cycle,Divorced,1588,14,1,2,7,1,Premium Customers,0,Premium Customers,1,Premium Customers
1606,54,38590.0,Graduation,Together,22,4,1,65,8,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
9617,74,15033.0,Graduation,Single,19,5,0,37,3,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
3233,60,62745.0,PhD,Married,1117,29,1,89,5,2,Standard Customers,1,Standard Customers,2,Standard Customers
89,50,22212.0,2n Cycle,Married,69,8,1,49,6,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
2936,43,23661.0,Master,Together,23,5,1,46,7,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
9449,67,79761.0,PhD,Single,605,19,1,32,3,2,Standard Customers,1,Standard Customers,2,Standard Customers
7297,52,7500.0,Graduation,Single,57,11,1,54,7,0,Budget Shoppers,2,Budget Shoppers,0,Budget Shoppers
313,57,73455.0,Graduation,Widow,2088,22,0,98,3,1,Premium Customers,0,Premium Customers,2,Standard Customers
9940,67,64961.0,Graduation,Together,1009,16,1,97,3,1,Premium Customers,1,Standard Customers,2,Standard Customers
